download,upload,ping,timestamp,bytes_sent,bytes_received
519086250.1000326,23538857.156735435,22.585,2023-05-24T21:17:01.308858Z,30048256,409373932
771715143.781172,23067570.94961351,17.808,2023-05-25T21:17:01.280479Z,29057024,409373932
335023412.84059554,15502157.690272838,29.6,2023-05-26T21:17:02.247312Z,27951104,409373932
683053627.140698,23740453.118290275,18.262,2023-05-27T21:17:01.737366Z,29900800,409373932
338850435.81979525,24146355.525175024,17.926,2023-05-28T21:17:01.595289Z,30695424,409373932
801820670.9107844,22739959.260886215,29.596,2023-05-29T21:17:01.730412Z,28942336,409373932
571362652.5832578,22210911.838104304,26.995,2023-05-30T21:17:02.250321Z,28950528,409373932
748538339.192908,22634151.75266723,34.223,2023-05-31T21:17:02.247712Z,29630464,409373932
449579923.01701635,21403765.98152016,28.528,2023-06-01T21:17:01.798970Z,28164096,409373932
437050795.725594,23203859.487446915,29.592,2023-06-02T21:17:02.166596Z,29155328,409373932
386025597.4954861,21786470.996017437,30.405,2023-06-03T21:17:01.500783Z,27942912,409373932
311245293.5328335,20829877.5521293,22.369,2023-06-04T21:17:02.061406Z,26411008,389063767
342512151.48021644,20715727.246341012,88.038,2023-06-05T21:17:01.486158Z,26025984,409373932
284746656.7019351,22278960.696816385,48.504,2023-06-06T21:17:02.227249Z,28246016,355965592
356907044.14167905,22231147.50762427,38.446,2023-06-07T21:17:02.194722Z,27910144,409373932
295028743.91670406,22139717.91188211,24.616,2023-06-09T21:17:01.794192Z,28041216,368804802
464663419.9315717,24463067.93591923,20.554,2023-06-10T21:17:01.501335Z,30744576,409373932
681547170.0713415,23308831.177387677,34.628,2023-06-11T21:17:02.102564Z,30670848,409373932
470235656.83907086,22984090.46794412,27.872,2023-06-12T21:17:01.931266Z,29933568,409373932
422689718.8833789,23663606.72249086,30.572,2023-06-13T21:17:01.721301Z,30351360,409373932
834212025.8395908,25029845.681603458,30.949,2023-06-17T21:17:01.924648Z,31416320,409373932
545786009.0952594,23632147.007616304,27.157,2023-06-18T21:17:01.449885Z,29704192,409373932
478069634.0848439,24392356.529533774,20.446,2023-06-19T21:17:01.961068Z,30670848,409373932
780344537.1150897,23766562.28379547,21.891,2023-06-20T21:17:01.482356Z,29982720,409373932
536931546.8592063,23702987.671313003,31.964,2023-06-21T21:17:01.437014Z,30310400,409373932
523196089.5821711,23087896.48394614,27.085,2023-06-22T21:17:02.185293Z,29057024,409373932
800670882.8700998,23544414.007015444,29.654,2023-06-23T21:17:01.846540Z,30261248,409373932
421669092.05668855,23531417.195868134,28.481,2023-06-24T21:17:01.465164Z,29638656,409373932
334267807.5403394,22083838.03466103,99.276,2023-06-25T21:17:02.039541Z,27680768,409373932
338088896.7301497,21594187.560680117,41.101,2023-06-26T21:17:01.699826Z,27467776,409373932
361779456.71972215,21683598.400257718,28.869,2023-06-27T21:17:01.827200Z,27557888,409373932
350633893.75442445,22263581.19419457,30.564,2023-06-28T21:17:01.537170Z,27918336,409373932
358295797.2880531,22238815.46583968,29.39,2023-06-29T21:17:02.045343Z,27926528,409373932
378024151.6065933,22649364.505447287,28.746,2023-06-30T21:17:02.167656Z,28344320,409373932
242676755.06302002,22006768.98348453,34.943,2023-07-01T21:17:01.906562Z,27770880,346123202
325909063.1391577,20563288.14212275,29.922,2023-07-02T21:17:01.445525Z,26378240,407424087
513464381.2011725,23110668.065818887,35.042,2023-07-04T21:17:02.224553Z,30670848,409373932
667313772.9468359,22720366.09593216,26.716,2023-07-05T21:17:01.664916Z,29507584,409373932
232140839.72094285,21395881.901260555,36.051,2023-07-06T21:17:01.872134Z,26820608,385111765
745952684.3817494,26495067.78463331,26.968,2023-07-08T21:17:02.225448Z,33595392,409373932
444593310.5109617,27278444.69626296,27.844,2023-07-09T21:17:01.720066Z,34398208,409373932
460792227.1930419,26990350.336236037,19.307,2023-07-10T21:17:01.487841Z,34488320,409373932
381568873.3159657,21516170.36429955,48.665,2023-07-11T21:17:02.207825Z,27172864,409373932
353430917.38720256,21466476.176242776,31.582,2023-07-12T21:17:01.997024Z,26886144,409373932
